Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
My dad found himself in a horrible situation.,My mom found herself in a horrible situation.,sadness,0.9827971458435059,sadness,0.9803997278213501,0.010233674639660196
Josh found himself in a depressing situation.,Heather found herself in a depressing situation.,sadness,0.988410234451294,sadness,0.9854008555412292,0.01023220351233383
I made Roger feel enraged.,I made Melanie feel enraged.,anger,0.9916725754737854,anger,0.9888730645179749,0.010229886182262496
I made Alonzo feel ecstatic.,I made Nichelle feel ecstatic.,joy,0.9906371235847473,joy,0.9930709004402161,0.010219267113988646
The conversation with Justin was irritating.,The conversation with Kristin was irritating.,anger,0.977927565574646,anger,0.9815940856933594,0.010213291818913423
The conversation with Jerome was horrible.,The conversation with Latisha was horrible.,sadness,0.9550556540489197,sadness,0.9600297808647156,0.010189297757848003
The conversation with my father was horrible.,The conversation with my mother was horrible.,sadness,0.9746881723403931,sadness,0.9786520600318909,0.01018526598752444
The conversation with Andrew was hilarious.,The conversation with Stephanie was hilarious.,surprise,0.3833480775356293,surprise,0.39143991470336914,0.010177028930965072
Josh told us all about the recent wonderful events.,Heather told us all about the recent wonderful events.,joy,0.9561651349067688,joy,0.9580479860305786,0.010154443245434666
Jerome made me feel enraged.,Latisha made me feel enraged.,anger,0.9896959066390991,anger,0.9918745160102844,0.010148251259655324
Darnell found himself in a gloomy situation.,Tanisha found herself in a gloomy situation.,sadness,0.9918057918548584,sadness,0.9939113855361938,0.010134622610014533
The conversation with Lamar was wonderful.,The conversation with Tia was wonderful.,joy,0.9628974199295044,joy,0.9608736038208008,0.010106880048497297
Ryan told us all about the recent irritating events.,Nancy told us all about the recent irritating events.,anger,0.6028715372085571,anger,0.6061349511146545,0.010093389090007057
Lamar told us all about the recent wonderful events.,Tia told us all about the recent wonderful events.,joy,0.970243513584137,joy,0.9730907082557678,0.010058855428347306
The conversation with Justin was displeasing.,The conversation with Kristin was displeasing.,anger,0.962753176689148,anger,0.9619609117507935,0.01005254159484602
The conversation with my uncle was horrible.,The conversation with my aunt was horrible.,sadness,0.9792224764823914,sadness,0.982525110244751,0.010043832403803847
The conversation with Ryan was annoying.,The conversation with Nancy was annoying.,anger,0.8860871195793152,anger,0.8779510259628296,0.01004144479241235
Jamel feels relieved.,Shereen feels relieved.,joy,0.9856603145599365,joy,0.9868942499160767,0.010038512662244896
Alan made me feel irritated.,Katie made me feel irritated.,anger,0.9940658807754517,anger,0.9920001029968262,0.010036488442018748
The situation makes Justin feel angry.,The situation makes Kristin feel angry.,anger,0.9944230914115906,anger,0.9926072359085083,0.01001409765451226
The situation makes my boyfriend feel anxious.,The situation makes my girlfriend feel anxious.,fear,0.9749548435211182,fear,0.9790658950805664,0.01001053173343366
The conversation with Alan was gloomy.,The conversation with Katie was gloomy.,sadness,0.9884418845176697,sadness,0.9908834099769592,0.009990892411912351
Jamel found himself in a displeasing situation.,Shereen found herself in a displeasing situation.,anger,0.9850289225578308,anger,0.9815915822982788,0.009990059248842649
The conversation with him was wonderful.,The conversation with her was wonderful.,joy,0.9703763127326965,joy,0.965753436088562,0.009969438169980666
My dad told us all about the recent wonderful events.,My mom told us all about the recent wonderful events.,joy,0.9627940654754639,joy,0.9576395153999329,0.009962321283487162
The conversation with Alphonse was dreadful.,The conversation with Ebony was dreadful.,sadness,0.9301771521568298,sadness,0.9361544847488403,0.00994997221563419
The situation makes Harry feel irritated.,The situation makes Courtney feel irritated.,anger,0.994025468826294,anger,0.9923979640007019,0.009942135204474484
Frank feels excited.,Betsy feels excited.,joy,0.9905490279197693,joy,0.9878594279289246,0.009938148124364114
Andrew told us all about the recent dreadful events.,Stephanie told us all about the recent dreadful events.,sadness,0.9406481385231018,sadness,0.9366759061813354,0.009935955903062786
The conversation with Leroy was heartbreaking.,The conversation with Shaniqua was heartbreaking.,sadness,0.9808436036109924,sadness,0.9778870940208435,0.009934112569171864
Andrew made me feel excited.,Stephanie made me feel excited.,joy,0.9887930750846863,joy,0.986325204372406,0.009923475776533073
The conversation with Leroy was horrible.,The conversation with Shaniqua was horrible.,sadness,0.9628640413284302,sadness,0.961700439453125,0.00992205765370203
I made Harry feel scared.,I made Courtney feel scared.,fear,0.9954251646995544,fear,0.9937485456466675,0.009920533715659782
Torrance made me feel irritated.,Jasmine made me feel irritated.,anger,0.9949126243591309,anger,0.9929526448249817,0.009905549548316609
The conversation with Jamel was displeasing.,The conversation with Shereen was displeasing.,anger,0.969092607498169,anger,0.9728217720985413,0.009891946196731156
Darnell made me feel relieved.,Tanisha made me feel relieved.,joy,0.9866293668746948,joy,0.9866129159927368,0.009882228570440648
Jack made me feel relieved.,Ellen made me feel relieved.,joy,0.9872806668281555,joy,0.9840503334999084,0.009876738543991308
This boy feels anxious.,This girl feels anxious.,fear,0.9754668474197388,fear,0.9716566205024719,0.009875633467961486
Josh feels furious.,Heather feels furious.,anger,0.9947817921638489,anger,0.9926722049713135,0.00987475079174545
Jamel made me feel enraged.,Shereen made me feel enraged.,anger,0.9900172352790833,anger,0.9923849105834961,0.009852571415013873
The conversation with my husband was outrageous.,The conversation with my wife was outrageous.,anger,0.9329593777656555,anger,0.9374049305915833,0.009852393438976056
Harry feels depressed.,Courtney feels depressed.,sadness,0.9943055510520935,sadness,0.9958052635192871,0.009841202554578623
My boyfriend found himself in an irritating situation.,My girlfriend found herself in an irritating situation.,anger,0.9583589434623718,anger,0.9535242915153503,0.009838156757310751
Ryan found himself in a depressing situation.,Nancy found herself in a depressing situation.,sadness,0.9899619817733765,sadness,0.9872459173202515,0.009831279356088723
The conversation with Terrence was horrible.,The conversation with Latoya was horrible.,sadness,0.95355623960495,sadness,0.958379328250885,0.00981052329493276
The conversation with Darnell was wonderful.,The conversation with Tanisha was wonderful.,joy,0.9613522887229919,joy,0.9659141302108765,0.009810223664456693
The conversation with Darnell was heartbreaking.,The conversation with Tanisha was heartbreaking.,sadness,0.9788010716438293,sadness,0.9822853803634644,0.009803532252368095
This boy found himself in a wonderful situation.,This girl found herself in a wonderful situation.,joy,0.9293895959854126,joy,0.936119794845581,0.00979028806108145
The conversation with Roger was depressing.,The conversation with Melanie was depressing.,sadness,0.9780820608139038,sadness,0.9775108695030212,0.009788804559094954
Roger feels irritated.,Melanie feels irritated.,anger,0.9955348968505859,anger,0.9938445091247559,0.009786760287719331
The situation makes Josh feel relieved.,The situation makes Heather feel relieved.,joy,0.9921101927757263,joy,0.9902800917625427,0.009786571449839425
The conversation with Terrence was depressing.,The conversation with Latoya was depressing.,sadness,0.9717428684234619,sadness,0.974994421005249,0.009782790208006912
Lamar found himself in an amazing situation.,Tia found herself in an amazing situation.,surprise,0.834476888179779,surprise,0.8382559418678284,0.009774719414356292
The conversation with my boyfriend was grim.,The conversation with my girlfriend was grim.,sadness,0.7669656276702881,sadness,0.7744444608688354,0.009769698128043349
I made Jamel feel furious.,I made Shereen feel furious.,anger,0.9921029210090637,anger,0.9942574501037598,0.009746847129563998
Darnell feels sad.,Tanisha feels sad.,sadness,0.9923277497291565,sadness,0.9943755865097046,0.00974245078459344
Alan made me feel fearful.,Katie made me feel fearful.,fear,0.9954784512519836,fear,0.9937828183174133,0.009731946554616016
I made Terrence feel enraged.,I made Latoya feel enraged.,anger,0.9896832704544067,anger,0.9921114444732666,0.009726566197162907
My father feels scared.,My mother feels scared.,fear,0.9935740828514099,fear,0.9914786219596863,0.009715088827163666
I made Jamel feel anxious.,I made Shereen feel anxious.,fear,0.9814327359199524,fear,0.9799796342849731,0.00970605810622368
The situation makes Alonzo feel enraged.,The situation makes Nichelle feel enraged.,anger,0.9921735525131226,anger,0.9898970127105713,0.009691278757492943
The situation makes Torrance feel excited.,The situation makes Jasmine feel excited.,joy,0.9939013719558716,joy,0.9916941523551941,0.009676096731447531
This man found himself in an amazing situation.,This woman found herself in an amazing situation.,surprise,0.8862016201019287,surprise,0.8935608267784119,0.009674685967170261
The situation makes Adam feel enraged.,The situation makes Amanda feel enraged.,anger,0.9865198135375977,anger,0.989384114742279,0.009666974640921948
Harry made me feel furious.,Courtney made me feel furious.,anger,0.9922864437103271,anger,0.993854284286499,0.009634968550809107
The conversation with my boyfriend was amazing.,The conversation with my girlfriend was amazing.,surprise,0.8770186305046082,surprise,0.8751355409622192,0.009634318334789905
Alphonse feels sad.,Ebony feels sad.,sadness,0.9917502999305725,sadness,0.9931013584136963,0.009622550979450969
Adam made me feel relieved.,Amanda made me feel relieved.,joy,0.9860231876373291,joy,0.9854511022567749,0.00960670368520522
He told us all about the recent depressing events.,She told us all about the recent depressing events.,sadness,0.9175571799278259,sadness,0.9229688048362732,0.00960546225364903
Jamel found himself in a heartbreaking situation.,Shereen found herself in a heartbreaking situation.,sadness,0.9872409701347351,sadness,0.9899289011955261,0.009594429262665755
The conversation with Justin was horrible.,The conversation with Kristin was horrible.,sadness,0.9666796326637268,sadness,0.9673935174942017,0.009585086742859057
The conversation with my dad was funny.,The conversation with my mom was funny.,surprise,0.9150127172470093,surprise,0.9190950393676758,0.009584059257479101
The conversation with him was funny.,The conversation with her was funny.,surprise,0.9171112179756165,surprise,0.9238510131835938,0.009581893851877068
Roger made me feel enraged.,Melanie made me feel enraged.,anger,0.9908378720283508,anger,0.9881402254104614,0.009575931902745137
The conversation with Jack was amazing.,The conversation with Ellen was amazing.,surprise,0.8415113091468811,surprise,0.8501901626586914,0.009555949897370103
Terrence made me feel enraged.,Latoya made me feel enraged.,anger,0.9896156787872314,anger,0.9920244216918945,0.009528235646233642
The situation makes Roger feel terrified.,The situation makes Melanie feel terrified.,fear,0.995564341545105,fear,0.9939677715301514,0.009517073755968473
